job_id,category,job_title,ground_truth,extracted_flat,require_tool,require_skill,require_certification,n_gt,n_extracted,precision,recall,f1,jaccard,tp,fp,fn,partial_precision,partial_recall,partial_f1,error
3900977307,HR,Human Resources Specialist,"['hr practices', 'regulatory compliance', 'payroll administration', 'adp workforce now', 'data management', 'office management', 'event coordination', 'training and development', 'communication', 'interpersonal skills', 'organizational skills', 'attention to detail', 'problem-solving', 'multitasking', 'confidentiality', 'adaptability', 'teamwork', 'employment laws', 'budget management']","['ADP workforce now', 'recruitment process', 'employee training', 'employee benefits', 'employee relations', 'payroll processing', 'conflict resolution', 'hr records', 'office management', 'office policies', 'FMLA compliance', 'ada compliance', 'health and safety regulations']",['ADP workforce now'],"['recruitment process', 'employee training', 'employee benefits', 'employee relations', 'payroll processing', 'conflict resolution', 'hr records', 'office management', 'office policies']","['FMLA compliance', 'ada compliance', 'health and safety regulations']",19,13,0.1538,0.1053,0.125,0.0667,2,11,17,0.1538,0.1053,0.125,
3884440664,HR,Human Resources Assistant,"['hr rules and regulations', 'office clerical work', 'microsoft word', 'microsoft excel', 'internet applications', 'email communication', 'personnel policies', 'administrative support', 'communication', 'collaboration', 'problem solving', 'customer service', 'supervision', 'attention to detail']","['microsoft word', 'microsoft excel', 'employee relations', 'talent management', 'FMLA compliance', 'ada compliance', 'EEOC guidelines', 'I-9 verification', 'SHRM-CP certification', 'PHR certification']","['microsoft word', 'microsoft excel']","['employee relations', 'talent management']","['FMLA compliance', 'ada compliance', 'EEOC guidelines', 'I-9 verification', 'SHRM-CP certification', 'PHR certification']",14,10,0.2,0.1429,0.1667,0.0909,2,8,12,0.2,0.1429,0.1667,
3905292617,HR,Administrative Assistant - Human Resources,"['computer skills', 'administrative support', 'data entry', 'problem-solving', 'critical thinking', 'multi-tasking', 'communication', 'teamwork', 'organization', 'customer service', 'confidentiality', 'microsoft suite']","['microsoft suite', 'hr departmental discipline training', 'ADA compliance']",['microsoft suite'],['hr departmental discipline training'],['ADA compliance'],12,3,0.3333,0.0833,0.1333,0.0714,1,2,11,0.3333,0.0833,0.1333,
3902339909,HR,Human Resources Manager,"['human resource management', 'labor laws', 'performance management', 'recruitment', 'training and development', 'hr metrics', 'strategic planning', 'leadership', 'communication', 'interpersonal skills', 'problem solving', 'collaboration', 'impartial judgment', 'employee relations', 'adaptability', 'conflict resolution', 'payroll processing', 'negotiation', 'bilingual']","['payroll processing', 'HR metrics', 'bilingual skills', 'discrimination laws', 'labor laws']",[],"['payroll processing', 'HR metrics', 'bilingual skills']","['discrimination laws', 'labor laws']",19,5,0.6,0.1579,0.25,0.1429,3,2,16,0.8,0.2105,0.3333,
3901942387,HR,Human Resources Business Partner,"['employee relations', 'performance management', 'talent management', 'regulatory compliance', 'payroll administration', 'data management software', 'federal and state laws', 'recruiting', 'hr metrics tracking', 'hr best practices', 'communication', 'customer service', 'teamwork', 'problem solving', 'analytical skills', 'attention to detail', 'leadership', 'succession planning', 'compensation administration', 'change leadership', 'coaching', 'mentoring', 'engagement strategies']","['employee relations', 'regulatory compliance', 'performance management', 'talent management', 'staffing', 'succession planning', 'communications', 'policies', 'payroll', 'compensation', 'benefit administration', 'FMLA', 'STD', 'LTD', 'PHR certification', 'SPHR certification']",[],"['employee relations', 'regulatory compliance', 'performance management', 'talent management', 'staffing', 'succession planning', 'communications', 'policies', 'payroll', 'compensation', 'benefit administration']","['FMLA', 'STD', 'LTD', 'PHR certification', 'SPHR certification']",23,16,0.3125,0.2174,0.2564,0.1471,5,11,18,0.5,0.3478,0.4103,
3884818696,HR,Human Resources Generalist,"['hr compliance', 'recordkeeping', 'employee relations', 'talent acquisition', 'onboarding', 'offboarding', 'ms office suite', 'hr policies interpretation', 'confidential information management', 'employment law knowledge', 'project management', 'data analysis', 'communication', 'customer focus', 'multitasking', 'teamwork', 'flexibility', 'attention to detail', 'problem solving', 'relationship building', 'presentation skills', 'positive attitude', 'discretion']","['ms office suite', 'employee relations', 'talent acquisition', 'employee onboarding', 'exit interviews', 'three to five years HR experience', 'FMLA compliance', 'ada compliance', 'phr certification', 'SPHR certification']",['ms office suite'],"['employee relations', 'talent acquisition', 'employee onboarding', 'exit interviews', 'three to five years HR experience']","['FMLA compliance', 'ada compliance', 'phr certification', 'SPHR certification']",23,10,0.3,0.1304,0.1818,0.1,3,7,20,0.4,0.1739,0.2424,
3888951704,HR,Human Resources Manager,"['hr strategies', 'recruitment', 'onboarding', 'employee relations', 'benefits administration', 'legal compliance', 'training and development', 'hr records management', 'employment laws', 'hr certification (shrm-cp, phr)', 'communication', 'interpersonal skills', 'collaboration', 'problem solving', 'diversity and inclusion', 'union relations']","['employee relations', 'benefits programs', 'training and development', 'union relations', 'negotiations', 'recruitment', 'legal compliance', 'shrm-cp certification', 'phr certification']",[],"['employee relations', 'benefits programs', 'training and development', 'union relations', 'negotiations', 'recruitment']","['legal compliance', 'shrm-cp certification', 'phr certification']",16,9,0.5556,0.3125,0.4,0.25,5,4,11,0.5556,0.3125,0.4,
3904944888,HR,Human Resources Support Analyst ISA I-D,"['human resources', 'microsoft office suite', 'report writing', 'administrative tasks', 'policy development', 'communication', 'attention to detail', 'teamwork', 'organizational skills', 'problem solving', 'time management', 'adaptability', 'data analysis', 'recruitment processes', 'confidentiality', 'job analysis', 'analytics', 'logical thinking']","['microsoft office suite', 'word', 'excel', 'recruitment processes', 'examination processes', 'selection processes', 'placement processes', 'confidential material handling', 'FMLA compliance', 'ada compliance', 'eoir guidelines', 'cobra compliance']","['microsoft office suite', 'word', 'excel']","['recruitment processes', 'examination processes', 'selection processes', 'placement processes', 'confidential material handling']","['FMLA compliance', 'ada compliance', 'eoir guidelines', 'cobra compliance']",18,12,0.1667,0.1111,0.1333,0.0714,2,10,16,0.1667,0.1111,0.1333,
3905336528,HR,Human Resources Coordinator | Corpus Christi Bayfront,"['confidential file management', 'recruitment', 'data entry', 'computer skills', 'background checks', 'employee onboarding', 'time and attendance systems', 'hr policies compliance', 'record keeping', 'communication', 'organization', 'flexibility', 'problem solving', 'stress management', 'independence', 'customer service', 'teamwork', 'attention to detail', 'interpersonal skills', 'bilingual (english and spanish)']","['talent engagement', 'employee onboarding', 'human resources policies', 'benefits programs', 'AAP compliance', 'EEOC guidelines', 'I-9 verification', 'SHRM certification']",[],"['talent engagement', 'employee onboarding', 'human resources policies', 'benefits programs']","['AAP compliance', 'EEOC guidelines', 'I-9 verification', 'SHRM certification']",20,8,0.125,0.05,0.0714,0.037,1,7,19,0.125,0.05,0.0714,
3902830704,HR,Sr. Human Resources Specialist for Title IX and Employee Relations,"['employee relations', 'federal and state laws', 'policy development', 'documentation management', 'communication', 'confidentiality', 'attention to detail', 'teamwork', 'problem solving', 'time management', 'presentation skills', 'collaboration', 'title ix certification', 'investigation procedures', 'microsoft office suite']","['microsoft office suite', 'employee relations', 'sexual misconduct complaints', 'SUNY student conduct institute', 'NACUA', 'ATIXA', 'title ix', 'FMLA compliance', 'ADA compliance', 'EEOC guidelines', 'FLSA compliance', 'ERISA compliance', 'PHR certification', 'SPHR certification', 'title IX certification']",['microsoft office suite'],"['employee relations', 'sexual misconduct complaints', 'SUNY student conduct institute', 'NACUA', 'ATIXA']","['title ix', 'FMLA compliance', 'ADA compliance', 'EEOC guidelines', 'FLSA compliance', 'ERISA compliance', 'PHR certification', 'SPHR certification', 'title IX certification']",15,15,0.2,0.2,0.2,0.1111,3,12,12,0.2667,0.2,0.2286,
3900085113,HR,Human Resources Manager - Bilingual (Spanish) ,"['bilingual (spanish/english)', 'payroll administration', 'microsoft office (excel, powerpoint, word)', 'data input', 'analytics', 'compliance with hr policies and laws', 'communication skills', 'problem-solving', 'analytical skills', 'interpersonal skills', 'customer service orientation', 'collaboration', 'organization', 'positive demeanor', 'relationship building', 'hris', 'ats', 'learning and development', 'presentations', 'creativity']","['microsoft office applications', 'excel', 'powerpoint', 'word', 'payroll systems', 'hris', 'ats', 'payroll administration', 'welcome to hyatt onboarding', 'data input/integrity', 'learning & development', 'deib initiatives', 'HR policies', 'latest HR trends', 'j-1 visa program', 'compliance involving state and federal regulations', 'EEOC guidelines', 'FMLA compliance']","['microsoft office applications', 'excel', 'powerpoint', 'word', 'payroll systems', 'hris', 'ats']","['payroll administration', 'welcome to hyatt onboarding', 'data input/integrity', 'learning & development', 'deib initiatives', 'HR policies', 'latest HR trends']","['j-1 visa program', 'compliance involving state and federal regulations', 'EEOC guidelines', 'FMLA compliance']",20,18,0.1667,0.15,0.1579,0.0857,3,15,17,0.4444,0.3,0.3582,
3899544157,HR,Vice President Human Resources,"['human resources management', 'employee relations', 'bilingual (spanish/english)', 'project management', 'human capital management systems', 'microsoft office', 'performance management', 'leadership', 'communication', 'collaboration', 'problem solving', 'time management', 'coaching', 'talent acquisition', 'diversity, equity, inclusion, and belonging (deib)', 'california employment law', 'payroll systems', 'labor relations', 'employee engagement surveys', 'empathy', 'emotional intelligence', 'trust building', 'integrity', 'confidentiality', 'cultural awareness']","['microsoft office', 'sharepoint', 'teams', 'employee relations', 'deib programs', 'talent acquisition', 'workforce planning', 'performance management', 'professional development plans', 'annual employee engagement surveys', 'total rewards practices', 'conflict resolution process', 'benefits administration', 'sphr certification', 'FLSA compliance', 'EEOC guidelines', 'I-9 verification', 'FMLA compliance', 'ADA compliance', 'union/labor relations']","['microsoft office', 'sharepoint', 'teams']","['employee relations', 'deib programs', 'talent acquisition', 'workforce planning', 'performance management', 'professional development plans', 'annual employee engagement surveys', 'total rewards practices', 'conflict resolution process', 'benefits administration']","['sphr certification', 'FLSA compliance', 'EEOC guidelines', 'I-9 verification', 'FMLA compliance', 'ADA compliance', 'union/labor relations']",25,20,0.2,0.16,0.1778,0.0976,4,16,21,0.3,0.24,0.2667,
3902806579,HR,Human Resources Generalist,"['hr management', 'recruitment', 'compliance', 'employee relations', 'performance management', 'training and development', 'employment law', 'organizational development', 'fmla', 'ada compliance', 'onboarding', 'communication', 'problem solving', 'teamwork', 'adaptability', 'interpersonal skills', 'conflict resolution', 'attention to detail', 'organizational skills', 'empathy', 'time management', 'labor relations', 'background checks', 'benefits administration', 'safety training', 'shrm-cp certification']","['disciplinary matters', 'disputes', 'investigations', 'performance management', 'talent management', 'occupational health and safety', 'training and development', 'benefits administration', 'employee performance programs', 'recruiting', 'relocation', 'safety training', 'anti-harassment training', 'background checks', 'employee eligibility verifications', 'organizational development', 'FMLA', 'ada compliance', 'EEOC guidelines', 'SHRM-CP certification', 'PHR certification']",[],"['disciplinary matters', 'disputes', 'investigations', 'performance management', 'talent management', 'occupational health and safety', 'training and development', 'benefits administration', 'employee performance programs', 'recruiting', 'relocation', 'safety training', 'anti-harassment training', 'background checks', 'employee eligibility verifications', 'organizational development']","['FMLA', 'ada compliance', 'EEOC guidelines', 'SHRM-CP certification', 'PHR certification']",26,21,0.4286,0.3462,0.383,0.2368,9,12,17,0.4286,0.3846,0.4054,
3901343703,HR,Senior Human Resources Business Partner,"['human resources', 'recruitment', 'compensation', 'training', 'data entry', 'employee relations', 'communication', 'problem solving', 'relationship management', 'organizational skills', 'creativity', 'flexibility', 'integrity', 'positive attitude', 'teamwork', 'adaptability', 'discipline', 'onboarding', 'employee development', 'hris', 'legislation knowledge', 'metrics analysis', 'organizational development', 'business acumen', 'performance management', 'workplace investigations', 'change management', 'exit interviews', 'job descriptions', 'sop establishment', 'financial analysis', 'critical thinking', 'mentoring', 'leadership', 'conflict resolution', 'coaching']","['success factors', 'human resource plans', 'employee relations', 'dispute resolution', 'talent development', 'onboarding', 'retention', 'compensation', 'exit interviews', 'position descriptions', 'total compensation', 'performance management', 'recruitment', 'employer branding', 'hris audits', 'training plans', 'human resources metrics', 'hse', 'employee changes', 'job level', 'job grade', 'financial acumen', 'business acumen', 'strategic capability', 'critical thinking', 'problem solving skills', 'creative problem solving', 'relationship management skills', 'employment legislation', 'workplace investigations', 'legal requirements', 'regulatory compliance', 'hris', 'human resource professional designation']",['success factors'],"['human resource plans', 'employee relations', 'dispute resolution', 'talent development', 'onboarding', 'retention', 'compensation', 'exit interviews', 'position descriptions', 'total compensation', 'performance management', 'recruitment', 'employer branding', 'hris audits', 'training plans', 'human resources metrics', 'hse', 'employee changes', 'job level', 'job grade', 'financial acumen', 'business acumen', 'strategic capability', 'critical thinking', 'problem solving skills', 'creative problem solving', 'relationship management skills']","['employment legislation', 'workplace investigations', 'legal requirements', 'regulatory compliance', 'hris', 'human resource professional designation']",36,34,0.2941,0.2778,0.2857,0.1667,10,24,26,0.5,0.3889,0.4375,
3899526643,HR,Human Resources Generalist,"['hr principles', 'hr analytics', 'performance management', 'compliance', 'policy development', 'microsoft office suite', 'job analysis', 'data documentation', 'report preparation', 'career pathing', 'performance evaluation', 'organizational skills', 'communication', 'analytical skills', 'problem solving', 'self-starter', 'relationship building', 'time management', 'collaboration', 'deltek vantagepoint', 'icims']","['microsof excel', 'powerpoint', 'deltek vantagepoint', 'icims applicant tracking system', 'hr analytics', 'talent acquisition', 'learning & development', 'employee relations', 'performance management', 'hr policies', 'hr procedures', 'hr-related reports', 'audit processes', 'job analysis', 'compensation processes', 'career path frameworks', 'merit increases', 'promotions', 'bonuses', 'phr certification', 'shrm-cp certification']","['microsof excel', 'powerpoint', 'deltek vantagepoint', 'icims applicant tracking system']","['hr analytics', 'talent acquisition', 'learning & development', 'employee relations', 'performance management', 'hr policies', 'hr procedures', 'hr-related reports', 'audit processes', 'job analysis', 'compensation processes', 'career path frameworks', 'merit increases', 'promotions', 'bonuses']","['phr certification', 'shrm-cp certification']",21,21,0.1905,0.1905,0.1905,0.1053,4,17,17,0.2381,0.2381,0.2381,
3901650285,HR,Human Resources Manager,"['hr strategies', 'employee relations', 'compliance', 'benefit administration', 'payroll processes', 'performance management', 'recruitment and selection', 'conflict resolution', 'communication', 'interpersonal skills', 'strategic planning', 'problem solving', 'employee engagement', 'teamwork', 'hr metrics', 'hr systems', 'shrm certification']","['hr strategies', 'employee relations', 'conflict resolution process', 'payroll processes', 'benefit administration', 'FLSA compliance', 'ada compliance', 'shrmp certification']",[],"['hr strategies', 'employee relations', 'conflict resolution process', 'payroll processes', 'benefit administration']","['FLSA compliance', 'ada compliance', 'shrmp certification']",17,8,0.5,0.2353,0.32,0.1905,4,4,13,0.875,0.3529,0.503,
3900082118,HR,Human Resources Co-Op - Summer 2024,"['recruiting', 'onboarding', 'employee relations', 'problem solving', 'communication', 'interpersonal skills', 'relationship building', 'multi-tasking', 'organization', 'customer focused', 'ability to work under pressure', 'microsoft office', 'organizational development', 'project management', 'compliance', 'benefits administration', 'compensation management', 'flexibility', 'detail-oriented']","['microsoft office programs', 'recruiting', 'onboarding', 'benefits', 'compensation', 'safety', 'compliance', 'employee relations', 'organizational development']",['microsoft office programs'],"['recruiting', 'onboarding', 'benefits', 'compensation', 'safety', 'compliance', 'employee relations', 'organizational development']",[],19,9,0.5556,0.2632,0.3571,0.2174,5,4,14,0.8889,0.4737,0.618,
3894947629,HR,Human Resources Manager,"['employment law', 'recruiting', 'retention', 'hr experience', 'communication', 'confidentiality', 'flexibility', 'stress management', 'teamwork', 'affirmative action']","['workforce planning', 'confidentiality', 'employment laws', 'affirmative action']",[],"['workforce planning', 'confidentiality']","['employment laws', 'affirmative action']",10,4,0.5,0.2,0.2857,0.1667,2,2,8,0.75,0.3,0.4286,
3901939857,HR,Human Resources Generalist,"['benefits administration', 'employee onboarding', 'recruiting', 'fmla', 'performance management', 'communication', 'attention to detail', 'interpersonal skills', 'training and development', 'customer service', 'problem solving', 'flsa', ""workers' compensation"", 'employment laws', 'microsoft word', 'microsoft excel', 'microsoft powerpoint', 'cobra', 'hipaa', 'erisa', 'ada']","['intermediate knowledge excel', 'intermediate knowledge word', 'intermediate knowledge powerpoint', 'benefits administration', 'employee onboarding', 'employee offboarding', 'recruiting', 'human resources policies', 'performance management process', 'training needs assessment', 'FMLA compliance', 'FLSA compliance', 'ADA compliance', 'HIPAA compliance', 'ERISA compliance', 'COBRA compliance', 'SHRM-CP certification', 'PHR certification']","['intermediate knowledge excel', 'intermediate knowledge word', 'intermediate knowledge powerpoint']","['benefits administration', 'employee onboarding', 'employee offboarding', 'recruiting', 'human resources policies', 'performance management process', 'training needs assessment']","['FMLA compliance', 'FLSA compliance', 'ADA compliance', 'HIPAA compliance', 'ERISA compliance', 'COBRA compliance', 'SHRM-CP certification', 'PHR certification']",21,18,0.1667,0.1429,0.1538,0.0833,3,15,18,0.5556,0.4762,0.5128,
3905297142,HR,Human Resources Specialist 1/Trainee 1/2 - HELPS,"['human resources management', 'onboarding', 'leave administration', 'data entry', ""bachelor's degree"", 'professional human resources experience', 'customer service', 'communication', 'teamwork', 'problem solving', 'attention to detail', 'adaptability', 'diversity and inclusion awareness', 'oracle', 'lats (leave and time system)']","['oracle', 'onboarding', 'FMLA', 'EEOC guidelines', 'ADA compliance']",['oracle'],['onboarding'],"['FMLA', 'EEOC guidelines', 'ADA compliance']",15,5,0.4,0.1333,0.2,0.1111,2,3,13,0.4,0.1333,0.2,
3902829415,HR,Human Resources Manager,"['human resources', 'employee relations', 'talent acquisition', 'organizational development', 'change management', 'compensation principles', 'project leadership', 'government laws and regulations', 'data analysis', 'communication', 'leadership', 'interpersonal skills', 'problem solving', 'collaboration', 'emotional intelligence', 'agility', 'mentoring', 'prioritization']","['talent acquisition', 'organizational development', 'talent management', 'employee relations', 'discrimination', 'compensation principles', 'salary planning', 'incentive compensation planning', 'employee relations issues', 'project leadership', 'FLSA compliance']",[],"['talent acquisition', 'organizational development', 'talent management', 'employee relations', 'discrimination', 'compensation principles', 'salary planning', 'incentive compensation planning', 'employee relations issues', 'project leadership']",['FLSA compliance'],18,11,0.4545,0.2778,0.3448,0.2083,5,6,13,0.5455,0.3333,0.4138,
3894288438,HR,Senior Human Resources Specialist,"['microsoft word', 'microsoft excel', 'microsoft powerpoint', 'customer service', 'attention to detail', 'communication', 'interpersonal skills', 'problem solving', 'hris systems', 'performance management', 'onboarding processes', 'data analysis', 'confidentiality management', 'organization', 'time management', 'collaboration', 'adaptability', 'teamwork']","['workday', 'performance management', '4 years hr experience', 'FMLA compliance', 'ADA compliance', 'SHRM-CP certification']",['workday'],"['performance management', '4 years hr experience']","['FMLA compliance', 'ADA compliance', 'SHRM-CP certification']",18,6,0.1667,0.0556,0.0833,0.0435,1,5,17,0.1667,0.0556,0.0833,
3902880391,HR,Senior Human Resources Business Partner,"['employee engagement', 'performance management', 'microsoft office', 'talent acquisition', 'fmla and ada compliance', 'project management', 'hr policies and procedures', 'diversity and inclusion initiatives', 'communication', 'problem solving', 'interpersonal skills', 'team collaboration', 'organizational skills', 'adaptability', 'initiative', 'integrity', 'creativity', 'leadership', 'hr strategy development', 'conflict resolution', 'hr metrics analysis', 'workforce planning', 'organizational diagnosis']","['microsoft office', 'talent acquisition', 'workforce planning', 'employee relations', 'FMLA compliance', 'ada accommodation', 'FLSA compliance', 'phr certification']",['microsoft office'],"['talent acquisition', 'workforce planning', 'employee relations']","['FMLA compliance', 'ada accommodation', 'FLSA compliance', 'phr certification']",23,8,0.375,0.1304,0.1935,0.1071,3,5,20,0.375,0.1304,0.1935,
3904991969,HR,Fixed-Term Appointment: UN Women Human Resources Business Partner,"['recruitment and selection', 'benefits administration', 'hr systems implementation', 'data analysis', 'training and development', 'effective communication', 'interpersonal skills', 'team leadership', 'accountability', 'hr strategy and policy development', 'performance management', 'contract management', 'workforce planning', 'knowledge of un staff regulations', 'stakeholder engagement', 'creative problem solving', 'cultural sensitivity', 'negotiation skills', 'change management', 'inclusive collaboration']","['hr policies', 'guidelines', 'standard operating procedures', 'contract management', 'recruitment and selection', 'benefits and entitlements', 'workforce planning', 'talent management', 'performance management', 'conflict resolution', 'stress management activities', 'workplace relations policies', '7 years HR experience', '3 years international work experience', 'FLSA compliance', 'ERISA compliance', 'SHRM-CP certification', 'PHR certification', 'SPHR certification']",[],"['hr policies', 'guidelines', 'standard operating procedures', 'contract management', 'recruitment and selection', 'benefits and entitlements', 'workforce planning', 'talent management', 'performance management', 'conflict resolution', 'stress management activities', 'workplace relations policies', '7 years HR experience', '3 years international work experience']","['FLSA compliance', 'ERISA compliance', 'SHRM-CP certification', 'PHR certification', 'SPHR certification']",20,19,0.2105,0.2,0.2051,0.1143,4,15,16,0.2105,0.2,0.2051,
3886485488,HR,Human Resources Manager,"['recruiting', 'hris systems', 'human resources policies', 'benefits administration', 'fmla management', 'ms office suite', 'critical thinking', 'problem solving', 'attention to detail', 'time management', 'confidential information management', 'communication', 'interpersonal skills', 'relationship building', 'conflict management', 'independent judgment', 'collaboration', 'professionalism', 'ethical standards', 'applicant tracking systems', 'paycom', 'organizational charts', 'customer service']","['applicant tracking system', 'paycom', 'MS office suite', 'excel', 'recruiting strategies', 'full cycle recruitment', 'human resources policies', 'organizational charts', 'health and welfare benefits', 'onboarding', 'offboarding', 'employee relations', 'benefit invoices', '5 years HR experience', '2 years full cycle recruiting experience', 'FMLA compliance', 'STD compliance', 'LTD compliance', 'new parent leave', 'SHRM certification']","['applicant tracking system', 'paycom', 'MS office suite', 'excel']","['recruiting strategies', 'full cycle recruitment', 'human resources policies', 'organizational charts', 'health and welfare benefits', 'onboarding', 'offboarding', 'employee relations', 'benefit invoices', '5 years HR experience', '2 years full cycle recruiting experience']","['FMLA compliance', 'STD compliance', 'LTD compliance', 'new parent leave', 'SHRM certification']",23,20,0.2,0.1739,0.186,0.1026,4,16,19,0.35,0.2609,0.2989,
3902876855,HR,Human Resources Coordinator,"['data entry', 'ms office suite', 'reporting', 'recruitment', 'confidentiality', 'communication', 'time management', 'professionalism', 'discretion', 'teamwork', 'problem solving', 'hris', 'smart sheet', 'employee onboarding']","['smart sheet', 'ms office suite', 'benefits administration', 'employee termination procedures', 'worker’s compensation', 'onboarding', 'freelance staff management', 'recruitment', 'confidential information', 'time management', 'ADA compliance']","['smart sheet', 'ms office suite']","['benefits administration', 'employee termination procedures', 'worker’s compensation', 'onboarding', 'freelance staff management', 'recruitment', 'confidential information', 'time management']",['ADA compliance'],14,11,0.3636,0.2857,0.32,0.1905,4,7,10,0.4545,0.3571,0.4,
3894278517,HR,Human Resources Information System Partner III,"['hris configuration', 'data analysis', 'process improvement', 'communication', 'collaboration', 'problem solving', 'mentoring', 'customer service', 'diplomacy', 'consultation', 'ukg pro', 'ukg workforce management', 'business intelligence', 'cognos reporting', 'technical support']","['ukg pro', 'cognos reporting', 'business intelligence', 'hr principles', 'hr processes', 'hr programs', 'hr practices', 'hris skills', 'communication and diplomacy', '4 years HR experience']","['ukg pro', 'cognos reporting']","['business intelligence', 'hr principles', 'hr processes', 'hr programs', 'hr practices', 'hris skills', 'communication and diplomacy']",['4 years HR experience'],15,10,0.3,0.2,0.24,0.1364,3,7,12,0.4,0.3333,0.3636,
3884912913,HR,Human Resources Business Partner,"['human resources', 'employee relations', 'hris', 'microsoft office (excel, powerpoint, word)', 'analytical skills', 'talent acquisition', 'compliance with labor laws', 'communication', 'coaching', 'organizational skills', 'multi-tasking', 'problem solving', 'teamwork', 'adaptability', 'project management', 'investigative skills', 'commitment to safety']","['workday', 'employee relations', 'investigations', 'wage hour', 'hris experience', 'project management', '3-5 years hr experience', 'EEOC guidelines', 'FMLA compliance', 'ada compliance', 'disability compliance']",['workday'],"['employee relations', 'investigations', 'wage hour', 'hris experience', 'project management', '3-5 years hr experience']","['EEOC guidelines', 'FMLA compliance', 'ada compliance', 'disability compliance']",17,11,0.1818,0.1176,0.1429,0.0769,2,9,15,0.2727,0.1765,0.2143,
3902810661,HR,Human Resources Generalist,"['recruitment', 'onboarding', 'payroll administration', 'benefits administration', 'compliance', 'human resources management', 'policy adherence', 'interpersonal skills', 'communication', 'relationship building']","['recruitment efforts', 'new hire orientation', 'onboarding', 'employee termination', 'payroll and benefits', 'company policy adherence', 'talent acquisition', 'workforce planning', 'employee relations', 'FLSA compliance', 'ada compliance', 'EEOC guidelines']",[],"['recruitment efforts', 'new hire orientation', 'onboarding', 'employee termination', 'payroll and benefits', 'company policy adherence', 'talent acquisition', 'workforce planning', 'employee relations']","['FLSA compliance', 'ada compliance', 'EEOC guidelines']",10,12,0.0833,0.1,0.0909,0.0476,1,11,9,0.4167,0.4,0.4082,
3898137449,HR,Human Resources Summer 2024 Internship,"['microsoft office', 'hr databases', 'compliance knowledge', 'data analysis', 'event planning', 'communication', 'problem-solving', 'interpersonal skills', 'planning/organizing', 'quality control']","['microsoft office', 'total compensation statements', 'policy updates', 'quarterly newsletters', 'event planning', 'system maintenance', 'wellness initiatives', 'ADA compliance', 'FLSA compliance', 'FMLA compliance']",['microsoft office'],"['total compensation statements', 'policy updates', 'quarterly newsletters', 'event planning', 'system maintenance', 'wellness initiatives']","['ADA compliance', 'FLSA compliance', 'FMLA compliance']",10,10,0.2,0.2,0.2,0.1111,2,8,8,0.2,0.2,0.2,
3904923783,HR,Human Resources Operations Coordinator,"['microsoft office', 'benefits administration', 'compliance management', 'recruiting', 'onboarding', 'process improvement', 'communication', 'problem solving', 'attention to detail', 'organization', 'time management', 'hris (paycom)', 'data reporting', 'offboarding']","['paycom', 'benefits administration', 'background check management', 'verification of employment', 'recruiting', 'payroll processing', 'HRIS system checks', '401k contribution changes', 'end of year tax forms', 'leadership development', 'manager development', 'compensation benchmarking', 'performance management', 'talent management', 'employee satisfaction', 'employee concerns', 'I-9 compliance', 'labor law posters']",['paycom'],"['benefits administration', 'background check management', 'verification of employment', 'recruiting', 'payroll processing', 'HRIS system checks', '401k contribution changes', 'end of year tax forms', 'leadership development', 'manager development', 'compensation benchmarking', 'performance management', 'talent management', 'employee satisfaction', 'employee concerns']","['I-9 compliance', 'labor law posters']",14,18,0.1111,0.1429,0.125,0.0667,2,16,12,0.1667,0.2143,0.1875,
3887835929,HR,Human Resources Associate,"['data entry', 'microsoft word', 'microsoft excel', 'hr management system', 'benefit enrollment processing', 'employee file management', 'clerical duties', 'customer service', 'bilingual (english/spanish)', 'communication', 'organization', 'time management', 'problem solving', 'presentation skills', 'initiative', 'professionalism', 'confidentiality', 'dependability', 'adaptability', 'microsoft powerpoint', 'invoice reconciliation', 'office supply procurement', 'cobra packet preparation']","['hr management system', 'benefit enrollments', 'clerical duties', 'customer service', 'verbal and written communication', 'organization and time management', 'problem solving', 'presentation skills', 'bilingual english/spanish', '2 years data entry', '1 year human resources experience', 'cobra packets', 'work comp']",[],"['hr management system', 'benefit enrollments', 'clerical duties', 'customer service', 'verbal and written communication', 'organization and time management', 'problem solving', 'presentation skills', 'bilingual english/spanish', '2 years data entry', '1 year human resources experience']","['cobra packets', 'work comp']",23,13,0.3846,0.2174,0.2778,0.1613,5,8,18,0.6154,0.3913,0.4784,
3902740857,HR,Human Resources Manager,"['human resources management', 'employment law compliance', 'talent acquisition', 'data analysis', 'performance management', 'benefits administration', 'communication', 'interpersonal skills', 'critical thinking', 'teamwork', 'problem solving', 'creativity', 'adaptability', 'organizational skills', 'customer service orientation', 'training program design', 'project management', 'strategic planning', 'change management', 'influence']","['employee relations', 'talent acquisition', 'workforce planning', '5 years hr experience', 'FMLA compliance', 'ada compliance', 'osha compliance', 'EHS compliance', 'SHRM-CP certification']",[],"['employee relations', 'talent acquisition', 'workforce planning', '5 years hr experience']","['FMLA compliance', 'ada compliance', 'osha compliance', 'EHS compliance', 'SHRM-CP certification']",20,9,0.1111,0.05,0.069,0.0357,1,8,19,0.1111,0.05,0.069,
